id,delivery_method,customer_id,order_date,ship_date,status,payment_type
11923,Express,1797,2025-08-13,2025-08-18,Pending,Card
11924,Express,1814,2025-04-21,2025-04-27,Pending,Card
11925,Standard,761,2025-05-29,2025-06-03,Pending,Card
11926,Pickup,1980,2024-11-22,2024-11-24,Pending,Cash on Delivery
11927,Standard,623,2025-08-09,2025-08-12,Pending,Card
11928,Express,1391,2024-09-29,2024-10-01,Shipped,Cash on Delivery
11929,Express,796,2025-03-25,2025-04-01,Delivered,Cash on Delivery
11930,Pickup,1883,2024-06-18,2024-06-25,Shipped,Cash on Delivery
11931,Express,656,2025-04-16,2025-04-23,Delivered,Cash on Delivery
11932,Express,1002,2025-08-11,2025-08-15,Shipped,Card
11933,Express,554,2024-12-07,2024-12-14,Shipped,Card
11934,Express,1909,2024-12-27,2025-01-02,Pending,Card
11935,Pickup,48,2025-08-01,2025-08-05,Delivered,Bank Transfer
11936,Express,254,2024-02-19,2024-02-21,Pending,Cash on Delivery
11937,Standard,698,2024-02-02,2024-02-07,Shipped,Bank Transfer
11938,Pickup,1116,2024-02-12,2024-02-16,Delivered,Bank Transfer
11939,Express,667,2025-08-12,2025-08-18,Pending,Cash on Delivery
11940,Standard,1724,2025-08-02,2025-08-08,Shipped,Bank Transfer
11941,Express,108,2025-04-22,2025-04-29,Delivered,Bank Transfer
11942,Express,1149,2025-02-14,2025-02-18,Shipped,Card
11943,Pickup,1345,2025-06-21,2025-06-28,Shipped,Card
11944,Express,1700,2025-05-26,2025-06-01,Pending,Cash on Delivery
11945,Express,878,2024-09-21,2024-09-26,Delivered,Bank Transfer
11946,Standard,520,2025-02-05,2025-02-09,Shipped,Bank Transfer
11947,Pickup,924,2025-04-16,2025-04-21,Delivered,Cash on Delivery
11948,Pickup,91,2025-02-01,2025-02-07,Shipped,Cash on Delivery
11949,Express,1113,2024-05-07,2024-05-10,Pending,Card
11950,Express,1076,2024-12-31,2025-01-05,Delivered,Cash on Delivery
11951,Pickup,467,2025-05-03,2025-05-10,Shipped,Bank Transfer
11952,Pickup,1516,2025-06-23,2025-06-28,Pending,Card
11953,Standard,1494,2025-07-16,2025-07-19,Pending,Bank Transfer
11954,Pickup,824,2025-05-14,2025-05-17,Shipped,Bank Transfer
11955,Express,1269,2024-10-28,2024-11-02,Pending,Bank Transfer
11956,Standard,1856,2025-06-11,2025-06-17,Shipped,Card
11957,Express,1067,2025-06-13,2025-06-15,Pending,Card
11958,Standard,1213,2024-11-16,2024-11-19,Shipped,Bank Transfer
11959,Pickup,915,2024-10-10,2024-10-16,Delivered,Bank Transfer
11960,Pickup,1336,2023-12-31,2024-01-07,Delivered,Bank Transfer
11961,Pickup,1147,2024-05-15,2024-05-19,Shipped,Cash on Delivery
11962,Express,1278,2025-07-06,2025-07-13,Delivered,Cash on Delivery
11963,Standard,738,2025-08-06,2025-08-12,Shipped,Cash on Delivery
11964,Express,385,2024-07-19,2024-07-24,Shipped,Cash on Delivery
11965,Express,590,2025-07-05,2025-07-09,Pending,Bank Transfer
11966,Express,598,2025-05-13,2025-05-18,Shipped,Card
11967,Express,1517,2025-08-03,2025-08-08,Pending,Card
11968,Standard,57,2025-08-04,2025-08-09,Shipped,Bank Transfer
11969,Pickup,1339,2025-02-09,2025-02-13,Shipped,Bank Transfer
11970,Standard,1963,2025-07-13,2025-07-17,Shipped,Card
11971,Express,1878,2024-10-08,2024-10-12,Delivered,Cash on Delivery
11972,Express,388,2025-08-12,2025-08-15,Delivered,Card
11973,Express,1559,2025-07-24,2025-07-28,Pending,Card
11974,Express,236,2024-11-02,2024-11-04,Delivered,Card
11975,Standard,688,2025-06-23,2025-06-27,Pending,Bank Transfer
11976,Standard,1208,2025-06-26,2025-06-30,Shipped,Cash on Delivery
11977,Standard,460,2024-10-29,2024-11-01,Delivered,Bank Transfer
11978,Pickup,1322,2023-11-02,2023-11-05,Shipped,Bank Transfer
11979,Pickup,1280,2025-03-17,2025-03-19,Delivered,Cash on Delivery
11980,Express,298,2025-08-09,2025-08-12,Shipped,Bank Transfer
11981,Standard,1010,2025-01-14,2025-01-21,Delivered,Cash on Delivery
11982,Pickup,568,2025-07-16,2025-07-19,Pending,Bank Transfer
11983,Pickup,1933,2024-09-30,2024-10-06,Delivered,Bank Transfer
11984,Pickup,252,2025-08-02,2025-08-09,Shipped,Card
11985,Express,1263,2025-05-14,2025-05-21,Pending,Bank Transfer
11986,Express,952,2024-01-21,2024-01-24,Delivered,Bank Transfer
11987,Express,961,2025-05-05,2025-05-12,Delivered,Cash on Delivery
11988,Standard,1114,2025-06-24,2025-06-27,Shipped,Bank Transfer
11989,Express,1524,2025-05-10,2025-05-12,Pending,Bank Transfer
11990,Pickup,1149,2024-10-04,2024-10-06,Shipped,Bank Transfer
11991,Pickup,191,2025-05-21,2025-05-27,Pending,Bank Transfer
11992,Express,957,2024-08-01,2024-08-05,Delivered,Card
11993,Pickup,1873,2024-05-13,2024-05-18,Pending,Bank Transfer
11994,Express,699,2025-08-04,2025-08-07,Delivered,Cash on Delivery
11995,Pickup,377,2024-12-21,2024-12-26,Delivered,Card
11996,Pickup,1790,2025-07-19,2025-07-23,Delivered,Cash on Delivery
11997,Pickup,692,2025-06-13,2025-06-18,Pending,Cash on Delivery
11998,Express,1890,2025-08-12,2025-08-19,Pending,Cash on Delivery
11999,Express,1738,2025-08-12,2025-08-14,Delivered,Card
12000,Standard,1444,2025-03-30,2025-04-05,Shipped,Bank Transfer
12001,Express,1887,2025-03-17,2025-03-21,Pending,Card
12002,Express,1174,2025-06-06,2025-06-13,Shipped,Bank Transfer
12003,Standard,1265,2025-05-01,2025-05-04,Shipped,Card
12004,Pickup,1630,2024-11-23,2024-11-30,Delivered,Bank Transfer
12005,Express,557,2025-05-17,2025-05-24,Shipped,Card
12006,Pickup,527,2025-05-04,2025-05-10,Shipped,Cash on Delivery
12007,Express,200,2025-06-10,2025-06-12,Pending,Cash on Delivery
12008,Express,1543,2025-05-23,2025-05-27,Delivered,Bank Transfer
12009,Express,811,2025-07-28,2025-08-03,Delivered,Cash on Delivery
12010,Standard,208,2025-08-05,2025-08-12,Shipped,Bank Transfer
12011,Standard,553,2024-01-16,2024-01-22,Pending,Card
12012,Standard,978,2024-08-29,2024-09-05,Pending,Bank Transfer
12013,Pickup,1995,2024-11-29,2024-12-06,Shipped,Bank Transfer
12014,Express,660,2025-05-09,2025-05-14,Shipped,Bank Transfer
12015,Pickup,35,2025-07-29,2025-08-01,Pending,Cash on Delivery
12016,Express,563,2024-05-24,2024-05-30,Delivered,Cash on Delivery
12017,Standard,264,2025-06-09,2025-06-11,Delivered,Cash on Delivery
12018,Standard,1866,2025-05-16,2025-05-20,Delivered,Bank Transfer
12019,Standard,1544,2025-06-05,2025-06-11,Pending,Cash on Delivery
12020,Pickup,910,2024-12-02,2024-12-09,Pending,Cash on Delivery
12021,Express,1761,2025-04-27,2025-04-29,Shipped,Bank Transfer
12022,Standard,853,2025-02-05,2025-02-08,Shipped,Cash on Delivery
12023,Express,900,2025-03-20,2025-03-22,Pending,Cash on Delivery
12024,Pickup,915,2024-06-22,2024-06-28,Delivered,Card
12025,Standard,1474,2024-09-18,2024-09-22,Pending,Card
12026,Standard,1020,2025-02-12,2025-02-18,Delivered,Card
12027,Pickup,228,2025-01-22,2025-01-26,Shipped,Card
12028,Express,555,2024-06-10,2024-06-14,Shipped,Bank Transfer
12029,Standard,658,2025-08-01,2025-08-06,Shipped,Bank Transfer
12030,Pickup,1727,2025-02-14,2025-02-19,Pending,Cash on Delivery
12031,Standard,1475,2025-07-05,2025-07-12,Delivered,Card
12032,Express,1215,2025-06-16,2025-06-18,Shipped,Card
12033,Standard,1472,2025-05-04,2025-05-09,Delivered,Bank Transfer
12034,Standard,397,2025-06-11,2025-06-18,Pending,Card
12035,Express,1531,2025-04-25,2025-05-01,Delivered,Card
12036,Pickup,1400,2025-08-10,2025-08-13,Pending,Card
12037,Standard,377,2025-04-24,2025-04-26,Pending,Card
12038,Pickup,1766,2025-05-14,2025-05-17,Delivered,Bank Transfer
12039,Standard,900,2024-12-09,2024-12-13,Pending,Card
12040,Express,858,2025-04-18,2025-04-25,Delivered,Bank Transfer
12041,Express,1409,2025-03-16,2025-03-20,Delivered,Cash on Delivery
12042,Standard,1055,2024-11-08,2024-11-11,Shipped,Bank Transfer
12043,Express,476,2025-08-05,2025-08-10,Shipped,Cash on Delivery
12044,Express,1081,2025-04-13,2025-04-19,Delivered,Cash on Delivery
12045,Standard,804,2024-11-08,2024-11-14,Shipped,Card
12046,Pickup,330,2025-06-14,2025-06-17,Pending,Bank Transfer
12047,Pickup,160,2025-06-16,2025-06-18,Shipped,Bank Transfer
12048,Standard,17,2024-12-27,2025-01-02,Shipped,Card
12049,Pickup,1689,2025-07-31,2025-08-03,Pending,Bank Transfer
12050,Pickup,256,2024-03-11,2024-03-14,Shipped,Card
12051,Express,263,2025-03-08,2025-03-13,Delivered,Cash on Delivery
12052,Standard,1507,2025-07-29,2025-08-05,Pending,Card
12053,Pickup,1612,2025-06-03,2025-06-06,Delivered,Cash on Delivery
12054,Standard,302,2025-04-23,2025-04-29,Delivered,Bank Transfer
12055,Standard,406,2025-03-06,2025-03-09,Pending,Card
12056,Express,1143,2025-07-05,2025-07-11,Shipped,Card
12057,Express,1804,2025-02-06,2025-02-12,Shipped,Card
12058,Express,1053,2025-05-22,2025-05-24,Shipped,Bank Transfer
12059,Express,136,2025-03-12,2025-03-15,Pending,Cash on Delivery
12060,Pickup,117,2025-04-14,2025-04-18,Pending,Card
12061,Pickup,16,2024-08-17,2024-08-24,Pending,Bank Transfer
12062,Express,430,2025-08-14,2025-08-20,Delivered,Card
12063,Pickup,1429,2024-03-30,2024-04-01,Pending,Bank Transfer
12064,Standard,1954,2024-11-07,2024-11-14,Delivered,Card
12065,Standard,1861,2025-06-20,2025-06-26,Delivered,Card
12066,Standard,134,2025-06-06,2025-06-09,Delivered,Bank Transfer
12067,Standard,192,2025-04-07,2025-04-11,Pending,Bank Transfer
12068,Express,842,2025-07-12,2025-07-19,Pending,Card
12069,Express,1467,2025-04-29,2025-05-03,Delivered,Cash on Delivery
12070,Express,740,2025-02-22,2025-02-24,Delivered,Bank Transfer
12071,Standard,375,2025-03-15,2025-03-19,Pending,Cash on Delivery
12072,Pickup,1213,2025-06-18,2025-06-25,Shipped,Bank Transfer
12073,Express,428,2025-07-02,2025-07-04,Delivered,Card
12074,Pickup,545,2025-07-16,2025-07-23,Shipped,Bank Transfer
12075,Pickup,907,2025-03-09,2025-03-14,Pending,Bank Transfer
12076,Standard,520,2025-02-17,2025-02-20,Pending,Card
12077,Standard,375,2025-06-22,2025-06-28,Shipped,Bank Transfer
12078,Pickup,1802,2025-08-07,2025-08-11,Shipped,Bank Transfer
12079,Pickup,1893,2025-08-06,2025-08-12,Pending,Card
12080,Standard,1518,2023-12-15,2023-12-21,Shipped,Cash on Delivery
12081,Pickup,997,2025-06-15,2025-06-21,Delivered,Card
12082,Standard,1605,2025-08-13,2025-08-17,Pending,Cash on Delivery
12083,Standard,771,2025-06-18,2025-06-23,Delivered,Card
12084,Express,539,2025-05-13,2025-05-18,Delivered,Cash on Delivery
12085,Standard,1611,2025-06-23,2025-06-30,Shipped,Bank Transfer
12086,Express,73,2024-11-28,2024-12-02,Shipped,Cash on Delivery
12087,Pickup,1921,2025-08-07,2025-08-13,Delivered,Cash on Delivery
12088,Standard,835,2024-01-05,2024-01-12,Pending,Card
12089,Standard,1266,2025-05-09,2025-05-16,Pending,Bank Transfer
12090,Pickup,1241,2025-02-27,2025-03-04,Shipped,Bank Transfer
12091,Standard,869,2025-07-14,2025-07-16,Shipped,Card
12092,Standard,1457,2024-12-17,2024-12-24,Shipped,Card
12093,Standard,1252,2024-04-18,2024-04-22,Pending,Bank Transfer
12094,Pickup,1381,2025-04-07,2025-04-14,Shipped,Card
12095,Standard,1980,2024-08-18,2024-08-21,Pending,Card
12096,Express,1901,2024-11-05,2024-11-09,Pending,Cash on Delivery
12097,Express,1256,2025-08-05,2025-08-08,Delivered,Cash on Delivery
12098,Pickup,116,2024-08-26,2024-08-30,Shipped,Bank Transfer
12099,Pickup,1091,2025-04-26,2025-04-29,Delivered,Cash on Delivery
12100,Standard,811,2025-07-22,2025-07-26,Pending,Card
12101,Standard,1033,2025-07-31,2025-08-03,Pending,Card
12102,Express,618,2024-12-13,2024-12-19,Pending,Bank Transfer
12103,Pickup,350,2024-09-17,2024-09-20,Pending,Cash on Delivery
12104,Express,230,2025-07-29,2025-08-02,Delivered,Cash on Delivery
12105,Standard,1448,2024-12-07,2024-12-10,Shipped,Bank Transfer
12106,Standard,634,2025-08-08,2025-08-11,Pending,Card
12107,Standard,1472,2024-07-28,2024-07-31,Delivered,Bank Transfer
12108,Pickup,96,2025-02-27,2025-03-04,Shipped,Card
12109,Standard,1151,2023-11-28,2023-12-03,Shipped,Cash on Delivery
12110,Express,1140,2025-08-05,2025-08-09,Shipped,Card
12111,Express,21,2025-08-06,2025-08-13,Delivered,Cash on Delivery
12112,Express,1313,2024-12-28,2024-12-31,Pending,Card
12113,Express,1555,2025-02-25,2025-03-01,Delivered,Card
12114,Express,136,2025-05-14,2025-05-17,Pending,Bank Transfer
12115,Standard,552,2025-07-19,2025-07-26,Pending,Bank Transfer
12116,Pickup,684,2025-07-19,2025-07-21,Delivered,Cash on Delivery
12117,Standard,920,2024-10-28,2024-11-01,Pending,Bank Transfer
12118,Express,720,2025-07-10,2025-07-12,Pending,Bank Transfer
12119,Standard,306,2025-05-18,2025-05-25,Shipped,Cash on Delivery
12120,Express,1558,2024-06-25,2024-07-02,Shipped,Card
12121,Pickup,475,2025-04-25,2025-04-27,Pending,Card
12122,Standard,1789,2025-06-12,2025-06-18,Delivered,Cash on Delivery
12123,Pickup,38,2024-12-03,2024-12-08,Pending,Bank Transfer
12124,Standard,1679,2024-12-10,2024-12-12,Shipped,Cash on Delivery
12125,Standard,221,2024-10-01,2024-10-07,Pending,Card
12126,Pickup,860,2025-08-03,2025-08-08,Pending,Cash on Delivery
12127,Standard,1341,2025-07-02,2025-07-07,Delivered,Cash on Delivery
12128,Pickup,172,2025-08-13,2025-08-15,Delivered,Bank Transfer
12129,Standard,621,2025-03-30,2025-04-02,Pending,Bank Transfer
12130,Standard,1485,2025-04-24,2025-04-27,Pending,Cash on Delivery
12131,Pickup,130,2024-08-31,2024-09-06,Pending,Card
12132,Standard,1263,2025-08-03,2025-08-07,Pending,Cash on Delivery
12133,Express,1801,2025-07-01,2025-07-07,Shipped,Bank Transfer
12134,Standard,739,2025-07-06,2025-07-12,Shipped,Card
12135,Pickup,1665,2025-06-23,2025-06-27,Delivered,Bank Transfer
12136,Pickup,1866,2024-09-03,2024-09-05,Shipped,Cash on Delivery
12137,Standard,409,2024-10-23,2024-10-30,Delivered,Bank Transfer
12138,Pickup,344,2025-07-21,2025-07-25,Pending,Card
12139,Express,1418,2024-01-23,2024-01-30,Shipped,Card
12140,Express,859,2024-07-06,2024-07-08,Pending,Card
12141,Express,940,2025-08-12,2025-08-19,Shipped,Bank Transfer
12142,Standard,236,2024-12-27,2024-12-29,Delivered,Bank Transfer
12143,Standard,1092,2025-07-25,2025-07-29,Shipped,Card
12144,Standard,691,2025-08-12,2025-08-19,Delivered,Cash on Delivery
12145,Pickup,1921,2025-07-16,2025-07-22,Delivered,Cash on Delivery
12146,Standard,484,2024-08-19,2024-08-21,Shipped,Cash on Delivery
12147,Pickup,183,2025-05-23,2025-05-26,Delivered,Bank Transfer
12148,Standard,1699,2025-08-06,2025-08-11,Pending,Bank Transfer
12149,Pickup,1381,2024-11-22,2024-11-27,Shipped,Cash on Delivery
12150,Pickup,926,2025-07-20,2025-07-23,Pending,Cash on Delivery
12151,Pickup,1178,2025-06-23,2025-06-27,Shipped,Bank Transfer
12152,Standard,1430,2024-05-21,2024-05-26,Pending,Card
12153,Express,799,2025-03-20,2025-03-24,Pending,Cash on Delivery
12154,Express,1313,2024-08-16,2024-08-19,Delivered,Cash on Delivery
12155,Express,834,2025-07-03,2025-07-06,Delivered,Bank Transfer
12156,Standard,1821,2025-07-02,2025-07-04,Delivered,Cash on Delivery
12157,Express,1237,2025-01-20,2025-01-25,Pending,Bank Transfer
12158,Express,1304,2024-04-11,2024-04-17,Shipped,Card
12159,Standard,163,2025-07-07,2025-07-09,Shipped,Cash on Delivery
12160,Standard,1752,2024-07-04,2024-07-09,Delivered,Cash on Delivery
12161,Standard,1115,2025-07-19,2025-07-22,Shipped,Bank Transfer
12162,Express,1047,2025-06-19,2025-06-24,Pending,Cash on Delivery
12163,Pickup,385,2025-04-27,2025-05-01,Pending,Card
12164,Express,892,2025-03-26,2025-03-28,Delivered,Bank Transfer
12165,Express,853,2025-06-30,2025-07-05,Delivered,Bank Transfer
12166,Express,1986,2025-06-28,2025-07-05,Pending,Bank Transfer
12167,Pickup,596,2025-06-20,2025-06-25,Delivered,Bank Transfer
12168,Standard,603,2025-08-03,2025-08-08,Shipped,Cash on Delivery
12169,Standard,1395,2025-08-05,2025-08-07,Shipped,Cash on Delivery
12170,Standard,1396,2025-02-27,2025-03-02,Delivered,Bank Transfer
12171,Express,776,2025-02-19,2025-02-21,Pending,Cash on Delivery
12172,Express,84,2025-05-31,2025-06-06,Delivered,Cash on Delivery
12173,Pickup,1919,2024-11-20,2024-11-27,Shipped,Cash on Delivery
12174,Standard,784,2025-03-31,2025-04-04,Delivered,Bank Transfer
12175,Express,1387,2025-05-05,2025-05-10,Pending,Cash on Delivery
12176,Express,1579,2025-05-03,2025-05-08,Shipped,Card
12177,Express,1449,2025-04-13,2025-04-16,Delivered,Cash on Delivery
12178,Express,204,2025-08-09,2025-08-14,Pending,Card
12179,Standard,1793,2025-01-03,2025-01-08,Shipped,Cash on Delivery
12180,Pickup,802,2024-09-05,2024-09-07,Delivered,Card
12181,Express,525,2025-06-26,2025-06-29,Shipped,Cash on Delivery
12182,Pickup,1307,2025-08-09,2025-08-16,Shipped,Card
12183,Standard,1224,2024-10-22,2024-10-29,Delivered,Bank Transfer
12184,Express,1386,2025-06-01,2025-06-06,Delivered,Card
12185,Express,1125,2025-05-15,2025-05-19,Delivered,Bank Transfer
12186,Express,1549,2025-04-27,2025-05-04,Pending,Bank Transfer
12187,Standard,1800,2025-07-09,2025-07-15,Delivered,Cash on Delivery
12188,Express,1003,2025-04-13,2025-04-20,Delivered,Cash on Delivery
12189,Express,1683,2025-06-20,2025-06-22,Delivered,Cash on Delivery
12190,Pickup,960,2025-08-01,2025-08-07,Pending,Card
12191,Pickup,1605,2025-07-31,2025-08-03,Pending,Bank Transfer
12192,Express,1281,2025-01-17,2025-01-21,Shipped,Cash on Delivery
12193,Standard,1116,2024-04-28,2024-05-03,Shipped,Cash on Delivery
12194,Express,1651,2025-06-02,2025-06-06,Shipped,Bank Transfer
12195,Pickup,1589,2024-11-19,2024-11-21,Delivered,Cash on Delivery
12196,Standard,41,2025-02-23,2025-03-01,Shipped,Bank Transfer
12197,Standard,948,2025-08-03,2025-08-07,Pending,Bank Transfer
12198,Standard,1982,2025-05-08,2025-05-10,Shipped,Bank Transfer
12199,Standard,631,2025-05-09,2025-05-12,Delivered,Bank Transfer
12200,Express,1489,2025-06-26,2025-06-29,Delivered,Bank Transfer
12201,Express,9,2025-01-25,2025-01-28,Pending,Bank Transfer
12202,Pickup,955,2025-06-15,2025-06-19,Delivered,Card
12203,Pickup,1842,2025-02-17,2025-02-21,Delivered,Bank Transfer
12204,Standard,1549,2025-07-11,2025-07-15,Shipped,Cash on Delivery
12205,Pickup,92,2025-08-06,2025-08-09,Pending,Cash on Delivery
12206,Pickup,604,2025-08-07,2025-08-12,Shipped,Bank Transfer
12207,Pickup,1613,2025-07-26,2025-07-29,Shipped,Card
12208,Standard,1066,2025-08-13,2025-08-16,Shipped,Bank Transfer
12209,Express,496,2024-12-27,2024-12-29,Shipped,Bank Transfer
12210,Express,1308,2024-12-17,2024-12-24,Delivered,Bank Transfer
12211,Standard,1759,2025-02-13,2025-02-15,Delivered,Card
12212,Standard,121,2025-07-04,2025-07-09,Delivered,Bank Transfer
12213,Pickup,1096,2024-07-14,2024-07-20,Delivered,Bank Transfer
12214,Pickup,1866,2025-07-18,2025-07-20,Delivered,Cash on Delivery
12215,Pickup,1525,2025-08-08,2025-08-12,Delivered,Card
12216,Pickup,1240,2025-06-23,2025-06-25,Shipped,Card
12217,Express,1592,2025-05-20,2025-05-24,Delivered,Bank Transfer
12218,Standard,1778,2025-06-18,2025-06-22,Pending,Card
12219,Pickup,953,2025-07-29,2025-08-05,Delivered,Bank Transfer
12220,Express,677,2025-01-05,2025-01-07,Shipped,Bank Transfer
12221,Standard,1346,2025-08-13,2025-08-20,Pending,Bank Transfer
12222,Standard,1077,2025-02-18,2025-02-24,Shipped,Bank Transfer
12223,Express,1693,2025-08-13,2025-08-19,Shipped,Bank Transfer
12224,Pickup,1806,2025-08-03,2025-08-08,Delivered,Cash on Delivery
12225,Standard,1382,2025-06-19,2025-06-22,Delivered,Bank Transfer
12226,Express,1495,2024-11-28,2024-12-03,Pending,Card
12227,Pickup,1031,2025-06-03,2025-06-09,Shipped,Cash on Delivery
12228,Pickup,1874,2025-07-17,2025-07-22,Pending,Cash on Delivery
12229,Express,1725,2025-08-07,2025-08-12,Shipped,Card
12230,Express,1079,2024-01-14,2024-01-16,Pending,Bank Transfer
12231,Pickup,1098,2024-02-18,2024-02-22,Shipped,Cash on Delivery
12232,Pickup,1800,2024-08-27,2024-09-03,Delivered,Card
12233,Express,1439,2024-06-28,2024-06-30,Shipped,Cash on Delivery
12234,Standard,414,2025-06-20,2025-06-22,Shipped,Cash on Delivery
12235,Express,260,2025-03-27,2025-03-31,Pending,Cash on Delivery
12236,Express,1291,2025-08-13,2025-08-19,Pending,Card
12237,Express,897,2025-05-12,2025-05-19,Delivered,Bank Transfer
12238,Standard,173,2025-07-29,2025-08-05,Pending,Bank Transfer
12239,Pickup,137,2025-08-07,2025-08-11,Delivered,Bank Transfer
12240,Pickup,1231,2025-08-04,2025-08-07,Pending,Cash on Delivery
12241,Express,1066,2025-07-23,2025-07-28,Delivered,Card
12242,Express,1038,2025-02-04,2025-02-06,Delivered,Cash on Delivery
12243,Standard,1365,2023-11-15,2023-11-22,Delivered,Bank Transfer
12244,Standard,254,2024-06-16,2024-06-22,Delivered,Bank Transfer
12245,Pickup,1003,2025-07-09,2025-07-12,Pending,Card
12246,Standard,1207,2025-02-03,2025-02-10,Pending,Card
12247,Standard,461,2025-06-24,2025-06-28,Delivered,Cash on Delivery
12248,Standard,348,2024-11-20,2024-11-22,Delivered,Bank Transfer
12249,Standard,469,2025-01-23,2025-01-30,Pending,Bank Transfer
12250,Standard,745,2025-03-24,2025-03-30,Pending,Cash on Delivery
12251,Express,81,2024-09-25,2024-10-02,Delivered,Card
12252,Express,1313,2025-06-11,2025-06-15,Delivered,Cash on Delivery
12253,Standard,176,2025-04-22,2025-04-29,Shipped,Cash on Delivery
12254,Express,1348,2024-05-31,2024-06-07,Pending,Bank Transfer
12255,Express,565,2025-05-20,2025-05-22,Pending,Card
12256,Standard,1389,2025-06-17,2025-06-23,Pending,Cash on Delivery
12257,Pickup,582,2024-08-15,2024-08-18,Pending,Cash on Delivery
12258,Standard,796,2024-05-08,2024-05-13,Pending,Cash on Delivery
12259,Express,905,2025-06-11,2025-06-14,Pending,Cash on Delivery
12260,Standard,386,2025-06-22,2025-06-27,Delivered,Cash on Delivery
12261,Pickup,474,2025-04-30,2025-05-05,Pending,Bank Transfer
12262,Express,516,2024-11-29,2024-12-03,Pending,Card
12263,Standard,177,2025-05-05,2025-05-10,Delivered,Cash on Delivery
12264,Standard,1631,2024-12-19,2024-12-26,Delivered,Card
12265,Standard,1385,2025-08-05,2025-08-09,Pending,Cash on Delivery
12266,Standard,1712,2025-07-02,2025-07-06,Shipped,Bank Transfer
12267,Express,139,2025-08-11,2025-08-14,Pending,Card
12268,Express,370,2024-03-01,2024-03-08,Pending,Bank Transfer
12269,Pickup,178,2025-06-07,2025-06-11,Shipped,Cash on Delivery
12270,Pickup,897,2025-06-10,2025-06-15,Shipped,Cash on Delivery
12271,Express,1416,2025-08-12,2025-08-14,Shipped,Bank Transfer
12272,Standard,124,2024-09-29,2024-10-05,Pending,Bank Transfer
12273,Standard,1182,2025-04-16,2025-04-23,Shipped,Card
12274,Standard,4,2025-08-11,2025-08-17,Shipped,Cash on Delivery
12275,Standard,1879,2025-04-02,2025-04-08,Delivered,Cash on Delivery
12276,Standard,1203,2025-07-09,2025-07-14,Delivered,Card
12277,Pickup,1831,2025-03-17,2025-03-22,Delivered,Bank Transfer
12278,Pickup,296,2024-10-08,2024-10-10,Delivered,Bank Transfer
12279,Pickup,909,2025-07-25,2025-07-30,Shipped,Cash on Delivery
12280,Standard,1890,2025-08-09,2025-08-14,Pending,Cash on Delivery
12281,Pickup,1137,2025-08-10,2025-08-12,Shipped,Bank Transfer
12282,Express,352,2025-06-27,2025-07-02,Shipped,Cash on Delivery
12283,Standard,1609,2025-01-09,2025-01-11,Shipped,Cash on Delivery
12284,Pickup,984,2025-03-14,2025-03-21,Delivered,Card
12285,Pickup,346,2025-07-31,2025-08-04,Shipped,Cash on Delivery
12286,Express,1640,2025-04-12,2025-04-16,Delivered,Cash on Delivery
12287,Pickup,446,2025-07-07,2025-07-14,Delivered,Bank Transfer
12288,Express,381,2024-11-12,2024-11-17,Shipped,Card
12289,Standard,1646,2024-10-26,2024-10-31,Delivered,Card
12290,Standard,518,2023-09-07,2023-09-12,Pending,Card
12291,Pickup,1048,2024-06-20,2024-06-22,Delivered,Card
12292,Express,352,2025-05-13,2025-05-15,Delivered,Bank Transfer
12293,Standard,1828,2025-06-13,2025-06-17,Delivered,Bank Transfer
12294,Standard,1636,2024-04-16,2024-04-18,Shipped,Bank Transfer
12295,Standard,601,2025-08-09,2025-08-11,Delivered,Card
12296,Express,48,2025-05-08,2025-05-12,Shipped,Bank Transfer
12297,Pickup,1511,2025-06-08,2025-06-13,Pending,Card
12298,Standard,1166,2025-06-26,2025-07-03,Delivered,Cash on Delivery
12299,Pickup,1224,2024-10-30,2024-11-05,Pending,Bank Transfer
12300,Express,1897,2025-07-29,2025-08-02,Pending,Bank Transfer
12301,Standard,1078,2025-04-16,2025-04-20,Shipped,Bank Transfer
12302,Standard,613,2025-07-09,2025-07-12,Shipped,Bank Transfer
12303,Pickup,1139,2024-03-24,2024-03-28,Delivered,Cash on Delivery
12304,Pickup,54,2024-04-15,2024-04-22,Shipped,Bank Transfer
12305,Pickup,1689,2025-07-18,2025-07-22,Shipped,Cash on Delivery
12306,Standard,95,2024-11-13,2024-11-16,Pending,Card
12307,Standard,1855,2025-01-08,2025-01-12,Delivered,Card
12308,Pickup,1234,2024-05-04,2024-05-07,Delivered,Card
12309,Express,294,2024-11-14,2024-11-21,Delivered,Card
12310,Standard,162,2025-07-24,2025-07-27,Pending,Bank Transfer
12311,Pickup,1214,2024-03-01,2024-03-04,Delivered,Card
12312,Standard,700,2025-01-26,2025-01-30,Shipped,Cash on Delivery
12313,Pickup,1337,2025-07-18,2025-07-23,Delivered,Card
12314,Standard,1989,2025-06-05,2025-06-10,Shipped,Bank Transfer
12315,Express,1191,2024-10-01,2024-10-03,Pending,Bank Transfer
12316,Standard,882,2023-12-02,2023-12-07,Delivered,Card
12317,Express,1516,2025-07-29,2025-08-05,Pending,Bank Transfer
12318,Pickup,967,2025-06-07,2025-06-09,Pending,Cash on Delivery
12319,Express,1267,2025-08-02,2025-08-07,Delivered,Card
12320,Standard,237,2025-03-12,2025-03-19,Shipped,Card
12321,Express,1172,2025-06-24,2025-06-28,Delivered,Card
