id_pedido,id_cliente,fecha_pedido,fecha_envio,metodo_pago,estado_pedido,metodo_envio
13849,1572,13/12/2024,16/12/2024,Contra reembolso,Enviado,Express
13850,1465,31/03/2025,07/04/2025,Contra reembolso,Enviado,Express
13851,1609,10/07/2025,13/07/2025,Contra reembolso,Enviado,Estandar
13852,548,14/08/2024,21/08/2024,Contra reembolso,Enviado,Express
13853,289,12/08/2025,17/08/2025,Contra reembolso,Pendiente,Recogida
13854,203,17/11/2024,20/11/2024,Contra reembolso,Enviado,Estandar
13855,494,12/06/2025,17/06/2025,Tarjeta,Pendiente,Recogida
13856,207,12/12/2024,15/12/2024,Contra reembolso,Entregado,Express
13857,1533,31/05/2025,07/06/2025,Contra reembolso,Entregado,Estandar
13858,258,24/01/2025,26/01/2025,Tarjeta,Enviado,Estandar
13859,1962,27/03/2025,03/04/2025,Transferencia,Enviado,Recogida
13860,2463,10/04/2025,16/04/2025,Contra reembolso,Pendiente,Estandar
13861,838,19/01/2025,24/01/2025,Tarjeta,Pendiente,Express
13862,1935,16/06/2024,23/06/2024,Tarjeta,Enviado,Estandar
13863,1917,30/10/2024,02/11/2024,Contra reembolso,Enviado,Estandar
13864,1900,28/02/2025,07/03/2025,Transferencia,Enviado,Estandar
13865,2001,18/07/2025,23/07/2025,Transferencia,Entregado,Recogida
13866,236,16/12/2024,22/12/2024,Tarjeta,Entregado,Recogida
13867,13,28/02/2025,03/03/2025,Tarjeta,Pendiente,Recogida
13868,1202,22/11/2024,28/11/2024,Tarjeta,Enviado,Estandar
13869,1110,16/07/2025,19/07/2025,Contra reembolso,Enviado,Express
13870,140,08/06/2025,12/06/2025,Transferencia,Entregado,Express
13871,1070,16/07/2025,23/07/2025,Tarjeta,Enviado,Express
13872,215,06/08/2025,12/08/2025,Contra reembolso,Enviado,Express
13873,1178,24/08/2024,26/08/2024,Tarjeta,Pendiente,Recogida
13874,1233,04/04/2025,07/04/2025,Contra reembolso,Pendiente,Estandar
13875,896,06/08/2025,10/08/2025,Tarjeta,Pendiente,Express
13876,799,01/04/2024,06/04/2024,Contra reembolso,Entregado,Estandar
13877,2103,31/07/2025,07/08/2025,Tarjeta,Enviado,Estandar
13878,844,22/07/2025,28/07/2025,Transferencia,Entregado,Recogida
13879,1885,02/06/2025,07/06/2025,Contra reembolso,Entregado,Express
13880,2151,08/09/2024,13/09/2024,Transferencia,Entregado,Recogida
13881,451,10/08/2025,14/08/2025,Contra reembolso,Entregado,Express
13882,1776,01/02/2025,04/02/2025,Tarjeta,Entregado,Estandar
13883,2258,25/07/2025,28/07/2025,Contra reembolso,Enviado,Estandar
13884,1548,20/04/2025,26/04/2025,Transferencia,Entregado,Recogida
13885,685,07/03/2024,09/03/2024,Tarjeta,Enviado,Estandar
13886,288,27/08/2024,01/09/2024,Tarjeta,Pendiente,Estandar
13887,2072,24/12/2024,28/12/2024,Contra reembolso,Enviado,Express
13888,1023,10/04/2025,13/04/2025,Contra reembolso,Enviado,Estandar
13889,499,18/10/2024,25/10/2024,Tarjeta,Enviado,Estandar
13890,337,01/08/2025,05/08/2025,Transferencia,Entregado,Recogida
13891,1566,24/06/2025,26/06/2025,Tarjeta,Entregado,Estandar
13892,1435,08/07/2025,12/07/2025,Transferencia,Enviado,Express
13893,921,15/06/2025,21/06/2025,Tarjeta,Enviado,Recogida
13894,2461,07/08/2024,12/08/2024,Tarjeta,Enviado,Recogida
13895,2158,23/07/2025,25/07/2025,Transferencia,Enviado,Estandar
13896,743,29/10/2024,31/10/2024,Transferencia,Enviado,Estandar
13897,196,09/11/2024,13/11/2024,Tarjeta,Entregado,Express
13898,385,12/07/2025,15/07/2025,Contra reembolso,Enviado,Recogida
13899,590,11/12/2024,18/12/2024,Transferencia,Entregado,Estandar
13900,898,18/11/2024,22/11/2024,Tarjeta,Pendiente,Recogida
13901,354,27/10/2024,01/11/2024,Transferencia,Entregado,Estandar
13902,2260,05/07/2025,09/07/2025,Transferencia,Enviado,Estandar
13903,2117,26/07/2024,28/07/2024,Tarjeta,Enviado,Express
13904,992,30/04/2025,03/05/2025,Tarjeta,Enviado,Estandar
13905,666,27/07/2025,30/07/2025,Contra reembolso,Enviado,Recogida
13906,1137,03/08/2025,06/08/2025,Transferencia,Pendiente,Express
13907,597,08/09/2024,15/09/2024,Contra reembolso,Enviado,Estandar
13908,1123,03/06/2024,06/06/2024,Transferencia,Pendiente,Express
13909,1648,10/08/2025,15/08/2025,Transferencia,Enviado,Express
13910,2396,20/12/2024,24/12/2024,Tarjeta,Pendiente,Express
13911,1573,26/03/2025,30/03/2025,Transferencia,Pendiente,Estandar
13912,1189,26/05/2025,31/05/2025,Tarjeta,Enviado,Express
13913,2474,26/01/2025,01/02/2025,Tarjeta,Pendiente,Express
13914,2177,23/02/2025,27/02/2025,Transferencia,Enviado,Express
13915,2324,07/06/2025,14/06/2025,Tarjeta,Pendiente,Estandar
13916,1936,27/04/2025,30/04/2025,Transferencia,Entregado,Estandar
13917,933,25/04/2024,29/04/2024,Transferencia,Enviado,Express
13918,1166,24/03/2025,26/03/2025,Tarjeta,Enviado,Recogida
13919,1096,26/03/2025,28/03/2025,Tarjeta,Pendiente,Express
13920,2404,01/12/2024,03/12/2024,Tarjeta,Entregado,Estandar
13921,644,08/05/2025,10/05/2025,Contra reembolso,Enviado,Recogida
13922,290,24/06/2025,01/07/2025,Contra reembolso,Enviado,Express
13923,762,22/05/2025,29/05/2025,Contra reembolso,Entregado,Express
13924,292,02/12/2024,06/12/2024,Transferencia,Pendiente,Recogida
13925,1629,13/08/2025,17/08/2025,Contra reembolso,Enviado,Express
13926,2445,13/08/2025,16/08/2025,Transferencia,Enviado,Express
13927,499,10/06/2025,17/06/2025,Transferencia,Pendiente,Recogida
13928,770,22/03/2025,27/03/2025,Transferencia,Entregado,Recogida
13929,1441,31/05/2025,06/06/2025,Tarjeta,Pendiente,Express
13930,2377,15/10/2023,22/10/2023,Tarjeta,Pendiente,Recogida
13931,2399,12/07/2025,14/07/2025,Contra reembolso,Pendiente,Recogida
13932,1394,14/01/2025,16/01/2025,Transferencia,Enviado,Estandar
13933,248,25/01/2024,01/02/2024,Tarjeta,Pendiente,Estandar
13934,87,20/11/2024,24/11/2024,Contra reembolso,Enviado,Recogida
13935,2087,27/04/2024,04/05/2024,Transferencia,Enviado,Estandar
13936,1411,15/12/2024,18/12/2024,Contra reembolso,Pendiente,Estandar
13937,1252,24/07/2025,27/07/2025,Tarjeta,Entregado,Express
13938,999,20/03/2025,22/03/2025,Contra reembolso,Entregado,Estandar
13939,2178,02/01/2025,07/01/2025,Transferencia,Pendiente,Estandar
13940,2140,11/08/2025,15/08/2025,Tarjeta,Pendiente,Estandar
13941,1232,14/11/2024,19/11/2024,Contra reembolso,Enviado,Express
13942,1395,03/08/2025,08/08/2025,Tarjeta,Pendiente,Express
13943,89,20/07/2025,27/07/2025,Contra reembolso,Enviado,Express
13944,847,09/07/2025,15/07/2025,Transferencia,Entregado,Estandar
13945,411,16/07/2025,18/07/2025,Transferencia,Entregado,Recogida
13946,2311,12/01/2024,14/01/2024,Transferencia,Pendiente,Express
13947,522,25/09/2024,02/10/2024,Transferencia,Enviado,Express
13948,1798,31/07/2025,06/08/2025,Tarjeta,Enviado,Express
13949,1056,28/05/2024,31/05/2024,Tarjeta,Pendiente,Estandar
13950,1745,03/07/2025,06/07/2025,Transferencia,Enviado,Recogida
13951,658,04/02/2025,11/02/2025,Transferencia,Entregado,Recogida
13952,685,31/01/2025,05/02/2025,Tarjeta,Enviado,Estandar
13953,745,28/07/2025,02/08/2025,Contra reembolso,Enviado,Estandar
13954,425,19/03/2024,24/03/2024,Transferencia,Entregado,Recogida
13955,1927,29/03/2025,01/04/2025,Tarjeta,Entregado,Express
13956,1830,30/10/2024,05/11/2024,Tarjeta,Entregado,Express
13957,766,10/08/2025,14/08/2025,Contra reembolso,Entregado,Recogida
13958,1873,31/07/2025,03/08/2025,Transferencia,Enviado,Express
13959,1777,19/05/2025,23/05/2025,Tarjeta,Entregado,Express
13960,2065,27/06/2025,30/06/2025,Tarjeta,Enviado,Estandar
13961,1122,18/07/2025,23/07/2025,Transferencia,Entregado,Estandar
13962,2203,24/02/2025,27/02/2025,Tarjeta,Pendiente,Express
13963,502,19/08/2024,22/08/2024,Transferencia,Pendiente,Express
13964,792,17/03/2025,24/03/2025,Tarjeta,Enviado,Estandar
13965,683,20/12/2024,26/12/2024,Tarjeta,Entregado,Estandar
13966,2328,11/07/2025,16/07/2025,Transferencia,Pendiente,Estandar
13967,1726,12/01/2025,14/01/2025,Contra reembolso,Pendiente,Express
13968,11,07/06/2025,10/06/2025,Transferencia,Pendiente,Estandar
13969,2305,05/11/2024,12/11/2024,Contra reembolso,Pendiente,Recogida
13970,2295,02/05/2025,05/05/2025,Contra reembolso,Entregado,Express
13971,2155,20/07/2025,27/07/2025,Tarjeta,Enviado,Express
13972,1999,02/03/2025,08/03/2025,Tarjeta,Entregado,Estandar
13973,368,11/12/2024,15/12/2024,Transferencia,Pendiente,Estandar
13974,1951,21/01/2025,27/01/2025,Tarjeta,Enviado,Recogida
13975,1359,16/08/2024,18/08/2024,Transferencia,Entregado,Express
13976,1609,09/08/2025,15/08/2025,Tarjeta,Entregado,Express
13977,1503,21/07/2025,23/07/2025,Transferencia,Entregado,Express
13978,1110,25/07/2025,30/07/2025,Transferencia,Pendiente,Recogida
13979,391,27/07/2025,31/07/2025,Contra reembolso,Pendiente,Express
13980,447,16/07/2025,21/07/2025,Tarjeta,Entregado,Recogida
13981,1898,03/07/2024,07/07/2024,Transferencia,Pendiente,Recogida
13982,1281,09/09/2024,13/09/2024,Contra reembolso,Pendiente,Recogida
13983,2231,27/11/2024,03/12/2024,Transferencia,Enviado,Express
13984,1836,01/07/2025,03/07/2025,Transferencia,Pendiente,Express
13985,1427,13/08/2025,18/08/2025,Contra reembolso,Enviado,Express
13986,1344,18/05/2025,23/05/2025,Transferencia,Pendiente,Recogida
13987,1349,16/10/2024,21/10/2024,Tarjeta,Entregado,Express
13988,57,12/08/2025,18/08/2025,Tarjeta,Enviado,Express
13989,1855,07/12/2024,09/12/2024,Transferencia,Enviado,Express
13990,957,20/04/2025,23/04/2025,Tarjeta,Entregado,Estandar
13991,1207,07/06/2025,11/06/2025,Transferencia,Enviado,Express
13992,1254,07/04/2025,09/04/2025,Transferencia,Entregado,Estandar
13993,302,24/07/2025,29/07/2025,Contra reembolso,Pendiente,Recogida
13994,669,07/08/2025,11/08/2025,Transferencia,Enviado,Express
13995,3,02/07/2025,04/07/2025,Transferencia,Enviado,Express
13996,577,22/11/2024,26/11/2024,Contra reembolso,Pendiente,Recogida
13997,609,01/04/2025,06/04/2025,Tarjeta,Enviado,Express
13998,2199,17/07/2024,20/07/2024,Contra reembolso,Enviado,Express
13999,2152,10/08/2025,15/08/2025,Contra reembolso,Pendiente,Recogida
14000,1628,14/01/2025,21/01/2025,Transferencia,Pendiente,Express
14001,1441,23/01/2025,28/01/2025,Tarjeta,Entregado,Express
14002,134,26/06/2025,01/07/2025,Contra reembolso,Pendiente,Recogida
14003,1990,12/05/2025,19/05/2025,Transferencia,Entregado,Recogida
14004,1070,01/07/2025,03/07/2025,Transferencia,Entregado,Recogida
14005,163,27/06/2025,02/07/2025,Tarjeta,Enviado,Recogida
14006,2255,30/09/2024,07/10/2024,Transferencia,Enviado,Express
14007,1293,07/05/2025,12/05/2025,Transferencia,Pendiente,Estandar
14008,386,28/06/2025,01/07/2025,Transferencia,Pendiente,Express
14009,1661,03/01/2025,09/01/2025,Transferencia,Enviado,Estandar
14010,2054,19/03/2025,23/03/2025,Transferencia,Pendiente,Estandar
14011,1860,12/08/2025,16/08/2025,Transferencia,Enviado,Recogida
14012,1978,18/10/2024,21/10/2024,Tarjeta,Pendiente,Recogida
14013,360,29/07/2025,02/08/2025,Transferencia,Entregado,Recogida
14014,1485,08/06/2025,10/06/2025,Tarjeta,Enviado,Estandar
14015,1099,06/08/2025,11/08/2025,Transferencia,Pendiente,Estandar
14016,777,05/11/2024,08/11/2024,Transferencia,Enviado,Recogida
14017,1443,08/07/2025,13/07/2025,Contra reembolso,Pendiente,Express
14018,192,22/04/2025,26/04/2025,Transferencia,Entregado,Express
14019,1143,12/02/2025,19/02/2025,Tarjeta,Enviado,Express
14020,2279,22/07/2025,28/07/2025,Contra reembolso,Entregado,Estandar
14021,685,15/02/2025,21/02/2025,Transferencia,Pendiente,Estandar
14022,1624,11/08/2025,13/08/2025,Transferencia,Pendiente,Estandar
14023,309,10/07/2024,16/07/2024,Contra reembolso,Pendiente,Express
14024,2115,14/08/2025,19/08/2025,Tarjeta,Entregado,Recogida
14025,186,22/11/2024,26/11/2024,Tarjeta,Pendiente,Express
14026,53,01/11/2024,08/11/2024,Contra reembolso,Enviado,Estandar
14027,2413,10/04/2025,12/04/2025,Transferencia,Enviado,Estandar
14028,639,12/02/2025,14/02/2025,Contra reembolso,Enviado,Recogida
14029,49,09/07/2025,15/07/2025,Tarjeta,Enviado,Estandar
14030,918,12/02/2025,19/02/2025,Tarjeta,Enviado,Recogida
14031,924,09/08/2025,11/08/2025,Contra reembolso,Enviado,Estandar
14032,1185,04/07/2025,06/07/2025,Contra reembolso,Entregado,Recogida
14033,2071,06/07/2025,10/07/2025,Transferencia,Pendiente,Recogida
14034,490,05/07/2024,09/07/2024,Tarjeta,Pendiente,Express
14035,656,07/08/2025,12/08/2025,Tarjeta,Pendiente,Recogida
14036,9,30/03/2025,02/04/2025,Transferencia,Entregado,Express
14037,2336,12/01/2025,18/01/2025,Transferencia,Pendiente,Recogida
14038,1228,18/06/2025,24/06/2025,Transferencia,Enviado,Recogida
14039,1118,06/05/2025,12/05/2025,Tarjeta,Entregado,Express
14040,1547,13/05/2025,20/05/2025,Tarjeta,Pendiente,Express
14041,2155,17/01/2025,20/01/2025,Tarjeta,Enviado,Estandar
14042,1247,03/06/2025,05/06/2025,Tarjeta,Entregado,Recogida
14043,2053,22/07/2025,28/07/2025,Tarjeta,Enviado,Express
14044,1396,09/06/2025,11/06/2025,Transferencia,Entregado,Estandar
14045,1472,29/04/2025,06/05/2025,Contra reembolso,Entregado,Express
14046,1524,27/07/2025,31/07/2025,Contra reembolso,Enviado,Express
14047,602,12/03/2025,15/03/2025,Tarjeta,Pendiente,Recogida
14048,2103,19/01/2024,25/01/2024,Tarjeta,Pendiente,Recogida
14049,2251,16/03/2025,18/03/2025,Tarjeta,Pendiente,Recogida
14050,2418,17/04/2024,19/04/2024,Tarjeta,Entregado,Estandar
14051,1667,23/11/2023,26/11/2023,Tarjeta,Pendiente,Estandar
14052,793,24/03/2025,31/03/2025,Contra reembolso,Enviado,Recogida
14053,1511,30/03/2025,04/04/2025,Contra reembolso,Entregado,Estandar
14054,1131,16/09/2024,20/09/2024,Contra reembolso,Entregado,Estandar
14055,1095,21/07/2025,25/07/2025,Contra reembolso,Enviado,Recogida
14056,2313,29/07/2025,05/08/2025,Tarjeta,Enviado,Estandar
14057,2314,20/07/2025,22/07/2025,Transferencia,Entregado,Estandar
14058,1506,30/06/2025,04/07/2025,Transferencia,Entregado,Estandar
14059,2025,19/01/2025,21/01/2025,Contra reembolso,Enviado,Estandar
14060,341,18/02/2025,24/02/2025,Transferencia,Pendiente,Recogida
14061,1441,07/02/2025,11/02/2025,Tarjeta,Pendiente,Express
14062,1814,29/05/2025,31/05/2025,Tarjeta,Pendiente,Estandar
14063,1170,06/07/2024,12/07/2024,Transferencia,Enviado,Estandar
14064,2472,27/12/2024,03/01/2025,Tarjeta,Enviado,Estandar
14065,638,30/08/2024,06/09/2024,Transferencia,Enviado,Estandar
14066,1166,16/06/2025,20/06/2025,Transferencia,Pendiente,Estandar
14067,1273,06/07/2025,11/07/2025,Contra reembolso,Pendiente,Recogida
14068,340,16/07/2025,20/07/2025,Tarjeta,Enviado,Estandar
14069,1905,23/05/2025,26/05/2025,Tarjeta,Pendiente,Express
14070,2469,19/03/2025,23/03/2025,Contra reembolso,Pendiente,Recogida
14071,443,05/08/2025,08/08/2025,Transferencia,Entregado,Express
14072,1465,28/12/2024,30/12/2024,Contra reembolso,Pendiente,Express
14073,1373,27/02/2025,03/03/2025,Tarjeta,Pendiente,Recogida
14074,2373,17/04/2024,22/04/2024,Tarjeta,Entregado,Express
14075,745,22/12/2024,27/12/2024,Transferencia,Entregado,Recogida
14076,2080,14/05/2024,19/05/2024,Tarjeta,Pendiente,Estandar
14077,2303,22/01/2025,25/01/2025,Contra reembolso,Enviado,Recogida
14078,932,23/03/2025,27/03/2025,Contra reembolso,Entregado,Recogida
14079,990,13/11/2024,16/11/2024,Contra reembolso,Entregado,Estandar
14080,2455,24/11/2023,26/11/2023,Contra reembolso,Pendiente,Express
14081,2486,03/06/2025,08/06/2025,Tarjeta,Entregado,Express
14082,1780,02/04/2025,05/04/2025,Tarjeta,Pendiente,Recogida
14083,899,08/07/2024,15/07/2024,Tarjeta,Entregado,Estandar
14084,2457,14/02/2025,17/02/2025,Transferencia,Enviado,Recogida
14085,2468,23/04/2025,30/04/2025,Transferencia,Pendiente,Estandar
14086,2119,04/03/2025,10/03/2025,Tarjeta,Enviado,Recogida
14087,758,20/06/2024,25/06/2024,Transferencia,Entregado,Express
14088,2497,13/06/2025,20/06/2025,Transferencia,Pendiente,Recogida
14089,894,25/04/2025,29/04/2025,Transferencia,Pendiente,Estandar
14090,1286,15/07/2025,19/07/2025,Tarjeta,Entregado,Recogida
14091,243,15/10/2024,21/10/2024,Tarjeta,Pendiente,Estandar
14092,949,08/08/2025,10/08/2025,Tarjeta,Entregado,Recogida
14093,2208,21/08/2024,25/08/2024,Tarjeta,Pendiente,Express
14094,1326,14/09/2024,18/09/2024,Transferencia,Pendiente,Estandar
14095,621,10/12/2024,13/12/2024,Contra reembolso,Entregado,Recogida
14096,2393,06/05/2025,12/05/2025,Contra reembolso,Pendiente,Express
14097,163,21/03/2025,25/03/2025,Transferencia,Pendiente,Express
14098,44,13/03/2024,20/03/2024,Tarjeta,Pendiente,Express
14099,808,15/07/2025,21/07/2025,Transferencia,Enviado,Express
14100,237,28/02/2025,04/03/2025,Contra reembolso,Entregado,Estandar
14101,2376,10/12/2024,16/12/2024,Transferencia,Entregado,Recogida
14102,221,22/06/2025,27/06/2025,Tarjeta,Enviado,Express
14103,2033,01/04/2025,05/04/2025,Contra reembolso,Enviado,Estandar
14104,799,19/02/2025,22/02/2025,Contra reembolso,Pendiente,Recogida
14105,7,06/07/2025,09/07/2025,Contra reembolso,Enviado,Estandar
14106,62,13/07/2025,20/07/2025,Tarjeta,Entregado,Express
14107,173,23/07/2024,25/07/2024,Contra reembolso,Enviado,Express
14108,227,25/01/2025,31/01/2025,Transferencia,Enviado,Express
14109,1036,05/08/2025,11/08/2025,Tarjeta,Pendiente,Recogida
14110,1449,20/04/2025,23/04/2025,Transferencia,Pendiente,Estandar
14111,1934,14/06/2025,18/06/2025,Tarjeta,Enviado,Express
14112,921,31/01/2025,04/02/2025,Tarjeta,Enviado,Recogida
14113,1647,05/12/2024,07/12/2024,Transferencia,Pendiente,Recogida
14114,2462,02/08/2025,07/08/2025,Contra reembolso,Enviado,Express
14115,2037,17/06/2025,20/06/2025,Contra reembolso,Pendiente,Express
14116,1409,11/08/2025,17/08/2025,Transferencia,Enviado,Express
14117,1273,17/06/2025,24/06/2025,Contra reembolso,Entregado,Estandar
14118,551,23/06/2025,27/06/2025,Transferencia,Pendiente,Recogida
14119,2161,30/03/2024,03/04/2024,Transferencia,Enviado,Express
14120,1443,19/05/2025,22/05/2025,Contra reembolso,Entregado,Recogida
14121,1059,10/08/2025,17/08/2025,Contra reembolso,Pendiente,Express
14122,2434,25/12/2024,30/12/2024,Contra reembolso,Entregado,Express
14123,1234,16/01/2025,20/01/2025,Tarjeta,Pendiente,Estandar
14124,1063,27/01/2025,30/01/2025,Transferencia,Pendiente,Express
14125,456,08/07/2024,11/07/2024,Tarjeta,Enviado,Estandar
14126,1412,31/05/2024,07/06/2024,Transferencia,Entregado,Express
14127,65,11/08/2025,14/08/2025,Transferencia,Entregado,Estandar
14128,1851,28/03/2024,04/04/2024,Transferencia,Enviado,Recogida
14129,431,02/07/2025,09/07/2025,Tarjeta,Pendiente,Recogida
14130,2130,02/06/2025,08/06/2025,Transferencia,Entregado,Recogida
14131,1782,01/12/2024,06/12/2024,Transferencia,Enviado,Express
14132,2474,28/11/2024,01/12/2024,Tarjeta,Entregado,Estandar
14133,976,06/11/2024,08/11/2024,Contra reembolso,Pendiente,Estandar
14134,1955,07/04/2025,10/04/2025,Tarjeta,Enviado,Recogida
14135,61,07/08/2025,09/08/2025,Tarjeta,Enviado,Recogida
14136,21,24/07/2025,30/07/2025,Tarjeta,Entregado,Express
14137,1170,02/03/2024,07/03/2024,Tarjeta,Enviado,Recogida
14138,2302,07/09/2024,12/09/2024,Contra reembolso,Pendiente,Express
14139,784,05/02/2025,12/02/2025,Transferencia,Entregado,Recogida
14140,86,16/05/2025,19/05/2025,Tarjeta,Pendiente,Express
14141,894,24/02/2025,28/02/2025,Transferencia,Enviado,Estandar
14142,2022,27/03/2025,29/03/2025,Tarjeta,Pendiente,Recogida
14143,1240,16/07/2024,23/07/2024,Tarjeta,Enviado,Recogida
14144,592,18/07/2025,25/07/2025,Transferencia,Entregado,Recogida
14145,1795,25/07/2025,01/08/2025,Contra reembolso,Entregado,Recogida
14146,1018,28/02/2025,04/03/2025,Contra reembolso,Enviado,Recogida
14147,1799,12/05/2025,17/05/2025,Contra reembolso,Enviado,Express
14148,414,22/06/2024,27/06/2024,Contra reembolso,Enviado,Recogida
14149,218,24/01/2025,27/01/2025,Transferencia,Enviado,Recogida
14150,1576,14/05/2025,17/05/2025,Transferencia,Pendiente,Estandar
14151,1202,26/09/2024,02/10/2024,Contra reembolso,Pendiente,Recogida
14152,1547,15/02/2025,17/02/2025,Tarjeta,Enviado,Express
14153,720,17/03/2025,22/03/2025,Transferencia,Pendiente,Express
14154,2074,06/06/2025,11/06/2025,Transferencia,Entregado,Recogida
14155,1818,22/05/2025,27/05/2025,Tarjeta,Enviado,Express
14156,1480,13/07/2024,15/07/2024,Tarjeta,Enviado,Recogida
14157,2233,20/07/2024,25/07/2024,Tarjeta,Entregado,Recogida
14158,616,22/12/2024,28/12/2024,Contra reembolso,Enviado,Recogida
14159,826,21/05/2025,25/05/2025,Tarjeta,Pendiente,Express
14160,2348,07/02/2025,13/02/2025,Tarjeta,Entregado,Express
14161,2454,31/05/2025,02/06/2025,Contra reembolso,Pendiente,Recogida
14162,1161,04/09/2024,11/09/2024,Contra reembolso,Enviado,Estandar
14163,1363,10/07/2025,15/07/2025,Tarjeta,Entregado,Express
14164,1318,01/03/2025,08/03/2025,Tarjeta,Entregado,Express
14165,319,29/05/2025,05/06/2025,Contra reembolso,Entregado,Express
14166,767,30/08/2024,06/09/2024,Tarjeta,Entregado,Estandar
14167,1349,14/04/2025,18/04/2025,Contra reembolso,Enviado,Estandar
14168,837,27/06/2025,29/06/2025,Contra reembolso,Pendiente,Recogida
14169,2318,12/11/2024,18/11/2024,Contra reembolso,Enviado,Estandar
14170,238,10/07/2025,14/07/2025,Transferencia,Pendiente,Recogida
14171,627,29/06/2025,05/07/2025,Tarjeta,Enviado,Express
14172,2189,12/06/2025,18/06/2025,Tarjeta,Enviado,Express
14173,810,06/03/2025,08/03/2025,Transferencia,Entregado,Estandar
14174,123,01/09/2024,05/09/2024,Tarjeta,Enviado,Express
14175,508,28/04/2025,05/05/2025,Contra reembolso,Pendiente,Recogida
14176,705,20/04/2025,24/04/2025,Contra reembolso,Enviado,Express
14177,2416,16/07/2024,20/07/2024,Contra reembolso,Pendiente,Express
14178,2201,03/06/2025,09/06/2025,Tarjeta,Enviado,Express
14179,1823,08/03/2024,10/03/2024,Transferencia,Pendiente,Estandar
14180,2307,07/08/2025,11/08/2025,Contra reembolso,Pendiente,Recogida
14181,56,27/07/2025,31/07/2025,Contra reembolso,Enviado,Express
14182,893,07/08/2025,12/08/2025,Contra reembolso,Pendiente,Recogida
14183,447,29/07/2025,01/08/2025,Contra reembolso,Enviado,Express
14184,109,18/04/2024,25/04/2024,Contra reembolso,Entregado,Estandar
14185,830,05/01/2025,12/01/2025,Contra reembolso,Pendiente,Recogida
14186,326,12/08/2025,19/08/2025,Tarjeta,Entregado,Estandar
14187,1273,19/07/2025,22/07/2025,Tarjeta,Pendiente,Express
14188,1783,13/08/2025,20/08/2025,Contra reembolso,Enviado,Estandar
14189,2170,03/07/2025,05/07/2025,Contra reembolso,Entregado,Estandar
14190,1697,01/09/2024,07/09/2024,Tarjeta,Enviado,Recogida
14191,863,06/05/2024,09/05/2024,Tarjeta,Entregado,Express
14192,1940,03/06/2025,07/06/2025,Transferencia,Pendiente,Recogida
14193,1092,31/07/2025,07/08/2025,Contra reembolso,Entregado,Recogida
14194,75,25/01/2025,27/01/2025,Transferencia,Entregado,Estandar
14195,2321,10/07/2025,16/07/2025,Transferencia,Entregado,Estandar
14196,260,23/03/2025,27/03/2025,Tarjeta,Enviado,Estandar
14197,2414,19/06/2025,22/06/2025,Contra reembolso,Enviado,Express
14198,1840,06/04/2024,13/04/2024,Contra reembolso,Entregado,Recogida
14199,1471,16/12/2024,19/12/2024,Contra reembolso,Enviado,Recogida
14200,2418,27/02/2025,02/03/2025,Transferencia,Pendiente,Recogida
14201,351,09/03/2024,15/03/2024,Contra reembolso,Entregado,Estandar
14202,1780,27/03/2025,31/03/2025,Transferencia,Entregado,Recogida
14203,352,28/07/2025,02/08/2025,Tarjeta,Entregado,Recogida
14204,127,24/05/2025,27/05/2025,Transferencia,Enviado,Recogida
14205,2301,07/08/2025,10/08/2025,Transferencia,Pendiente,Express
14206,2304,21/07/2025,24/07/2025,Contra reembolso,Pendiente,Estandar
14207,134,13/03/2025,15/03/2025,Contra reembolso,Entregado,Recogida
14208,460,06/08/2025,11/08/2025,Contra reembolso,Entregado,Recogida
14209,2004,11/08/2025,15/08/2025,Tarjeta,Entregado,Recogida
14210,1475,08/01/2025,14/01/2025,Contra reembolso,Enviado,Estandar
14211,2494,26/11/2024,01/12/2024,Transferencia,Pendiente,Recogida
14212,525,12/08/2025,19/08/2025,Contra reembolso,Pendiente,Recogida
14213,56,10/08/2025,12/08/2025,Contra reembolso,Entregado,Estandar
14214,1372,03/08/2025,10/08/2025,Contra reembolso,Pendiente,Recogida
14215,2110,08/07/2025,12/07/2025,Tarjeta,Enviado,Estandar
14216,1641,26/07/2024,29/07/2024,Transferencia,Entregado,Express
14217,166,02/06/2025,06/06/2025,Contra reembolso,Enviado,Estandar
14218,1034,13/09/2024,15/09/2024,Contra reembolso,Pendiente,Recogida
14219,95,15/05/2025,17/05/2025,Contra reembolso,Pendiente,Express
14220,1087,22/04/2024,27/04/2024,Transferencia,Entregado,Estandar
14221,1006,07/08/2025,14/08/2025,Tarjeta,Entregado,Recogida
14222,269,16/04/2024,20/04/2024,Transferencia,Pendiente,Express
14223,1254,04/02/2024,08/02/2024,Transferencia,Enviado,Express
14224,2074,06/05/2024,09/05/2024,Transferencia,Enviado,Recogida
14225,1388,24/12/2024,31/12/2024,Tarjeta,Entregado,Recogida
14226,2086,13/06/2025,17/06/2025,Transferencia,Pendiente,Recogida
14227,2193,11/03/2025,18/03/2025,Transferencia,Enviado,Recogida
14228,2237,06/08/2025,11/08/2025,Tarjeta,Pendiente,Recogida
14229,298,23/07/2025,26/07/2025,Transferencia,Entregado,Express
14230,258,03/04/2025,09/04/2025,Contra reembolso,Enviado,Estandar
14231,1911,10/07/2025,17/07/2025,Tarjeta,Enviado,Estandar
14232,328,22/09/2024,24/09/2024,Transferencia,Entregado,Estandar
14233,1490,19/09/2024,21/09/2024,Contra reembolso,Pendiente,Estandar
